ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_3p4N5wYGOlQ3ZR6,Yes,1,100,4,3,70,3,3,80,4,3,90,5,4,10,1,1,30,1,2,50,3,3,50,1,2,20,1,1,10,1,1,20,1,3,20,1,3,20,1,3,10,1,3,50,3,2,Early,0
R_2Uiaq6UssbVZWZA,Yes,1,100,4,2,70,4,3,40,1,1,20,1,1,40,1,1,60,3,2,20,1,1,20,1,1,60,1,1,40,1,2,70,3,3,70,4,3,30,4,3,10,1,3,80,5,4,Early,1
R_3a8VoCWaLIYGTAt,Yes,1,100,5,2,100,4,2,60,3,2,100,4,2,100,5,3,60,2,2,30,3,3,90,4,3,40,3,1,30,1,2,60,3,3,10,2,3,20,3,3,10,2,3,30,3,4,Early,1
R_2wBOpKhdnE0djCk,Yes,1,90,1,1,20,4,4,60,2,1,70,1,2,90,2,2,30,1,2,30,1,1,80,2,2,80,1,1,20,1,1,40,4,4,30,4,4,20,4,4,20,3,3,40,3,4,Early,1
R_2TRDuZdX3MawGvg,Yes,1,80,3,2,50,1,2,90,4,3,90,4,3,10,1,1,10,1,1,10,1,2,80,3,2,10,1,1,10,1,1,20,1,2,10,1,3,30,2,3,30,3,3,40,3,2,Early,1
R_z6aCt8hracHtCqR,Yes,1,60,3,2,50,4,3,90,3,1,70,3,2,20,1,1,40,1,1,10,1,1,20,1,1,40,3,2,10,1,1,20,4,3,10,1,3,20,3,3,20,3,3,20,1,1,Early,1
R_9EymVVhzpIgVElP,Yes,1,60,1,4,60,1,1,70,1,1,70,1,1,40,1,1,20,1,1,10,1,1,50,1,1,60,1,1,40,1,1,30,1,3,10,1,3,50,3,3,10,1,3,90,5,4,Early,0
R_RaFhARMl6ISvGjT,Yes,1,10,1,3,0,4,4,0,1,2,0,1,1,10,4,4,10,5,3,20,3,3,0,1,1,0,1,1,0,1,1,0,1,2,10,3,3,0,3,3,10,3,2,0,1,,Early,0
R_UtC3wV28fezixSF,Yes,1,80,4,2,80,3,3,70,3,1,60,3,4,60,3,2,30,1,1,50,2,2,30,3,2,40,2,1,20,1,1,20,1,4,30,1,3,30,3,4,50,1,2,60,3,3,Early,0
R_2wa9nYu1hvaDIhJ,Yes,1,80,4,3,50,3,2,,1,1,40,3,3,20,1,1,20,1,2,10,1,1,60,3,2,30,1,2,20,1,2,20,2,2,20,1,4,0,1,4,0,3,3,30,1,4,Early,0
R_2rO9YnwQW9xrDF0,Yes,1,,,,80,5,4,10,1,2,70,4,3,,,,30,3,2,20,1,2,,,,20,3,2,10,1,1,,,,,,,10,1,3,40,3,3,40,3,,Early,1
R_2qmlWEBU1vHY1ba,Yes,1,80,2,2,70,3,2,70,2,1,80,3,2,70,1,1,60,2,1,70,1,1,50,2,2,80,2,1,20,1,1,10,1,2,10,2,3,10,3,3,30,2,3,30,4,4,Early,1
R_DqPdEwALpyaDKjD,Yes,1,100,,,80,1,2,70,1,2,70,4,3,70,1,1,70,1,1,60,1,2,,,,80,1,1,70,1,1,10,1,3,30,1,4,70,1,4,50,1,3,70,4,4,Early,0
R_3HS59o8k7qAhyg6,Yes,1,50,1,2,80,3,3,50,1,2,80,4,3,60,1,1,30,1,2,50,1,2,50,2,2,80,2,2,30,1,1,20,1,3,10,1,3,20,3,3,40,1,3,40,3,3,Early,1
R_RKnT9mB2UuDK5oZ,Yes,1,10,1,1,50,1,2,40,3,3,50,4,3,40,4,3,100,4,3,40,2,2,20,1,1,40,2,2,30,3,3,70,5,4,0,1,4,10,3,3,20,3,4,50,4,4,Early,0
R_qW8SHZutGjROffz,Yes,1,50,1,2,50,3,2,60,1,1,70,3,2,20,1,2,50,3,2,50,1,2,50,3,2,50,1,2,30,1,1,20,1,3,40,3,3,30,1,3,20,1,2,20,1,3,Early,0
R_3FOkWenMf4CzRsv,Yes,1,80,2,2,40,1,2,90,2,3,70,2,3,10,1,1,70,1,2,70,2,3,50,1,2,10,1,1,10,1,1,80,4,4,10,1,1,30,1,3,70,2,3,60,1,1,Early,0
R_xFrtP8wl0rhUMxP,Yes,1,,1,1,,5,3,,2,2,,3,2,,2,1,,1,1,,2,3,,3,2,,1,1,,1,1,,5,4,,1,3,,1,3,,1,2,,4,4,Early,0
R_2xWY5MZxEoIq3La,Yes,1,70,1,2,30,1,1,50,1,1,70,3,2,80,3,2,60,3,3,50,3,4,100,3,3,90,4,2,80,3,2,30,1,3,20,1,4,80,3,3,70,3,4,90,3,3,Early,0
R_3NHUmg0fJWYHqe3,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,3,3,30,3,3,,,,,,,,,,,,,30,1,1,20,1,1,40,2,3,30,1,3,30,3,3,30,1,3,70,4,3,Early,0
R_1qUFNisULQnGPWI,Yes,1,20,1,1,10,1,1,10,1,1,70,3,3,0,1,1,10,1,1,10,1,2,0,1,1,20,1,1,10,1,1,20,1,2,40,3,3,40,4,3,10,1,2,50,4,3,Early,1
R_2ac2BNdbMWLHCZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early,0
R_1oGVl5rITG759LD,Yes,1,20,3,3,70,3,3,20,1,2,20,3,3,20,1,1,30,1,1,30,1,3,10,5,4,30,1,1,20,1,1,40,1,4,10,1,4,20,3,4,30,1,3,30,1,3,Early,0
R_1mpVRIG8wa8l8jX,Yes,1,80,1,1,90,1,2,40,3,3,60,4,3,50,1,1,80,1,1,10,1,1,60,1,2,60,1,1,40,1,1,60,4,3,10,1,3,20,3,3,70,3,3,30,3,2,Early,0
R_1jHrsBBn38SGVjX,Yes,1,70,1,2,70,1,2,80,2,3,70,2,2,90,3,2,80,1,2,100,1,2,50,1,2,90,4,2,60,1,2,40,1,3,50,1,3,40,1,3,70,3,3,90,4,3,Early,1
R_2xyGzegSNtrgjPn,Yes,1,60,3,3,30,1,1,30,1,1,,,,40,3,3,,3,2,,1,,60,3,3,,1,4,10,1,2,,4,3,,1,3,,1,,20,3,3,30,1,1,Early,1
R_3noWB2cRiSI7ldi,Yes,1,70,4,2,40,1,2,20,1,1,70,3,1,20,1,1,30,3,1,30,3,1,40,3,1,20,1,1,10,1,1,30,2,4,20,1,3,10,1,3,10,1,3,50,1,4,Early,1
R_2qh4fXH11dJFUIj,Yes,1,50,3,2,50,1,2,20,1,1,30,1,1,100,5,4,10,1,1,10,1,3,50,3,3,90,4,3,10,1,1,10,1,2,10,1,3,10,1,2,30,3,3,20,1,2,Early,1
R_1igLGHGkIkGPUbo,Yes,1,80,1,1,80,1,1,90,1,1,90,1,1,60,1,1,60,1,1,90,1,2,70,1,1,70,1,1,80,1,1,10,3,4,30,4,3,30,5,4,60,5,4,40,4,3,Early,0
R_sHWOSk7LdILz4WJ,Yes,1,30,2,2,30,3,2,10,1,1,20,1,2,10,1,1,20,1,2,10,1,2,20,1,2,40,1,1,0,1,1,30,3,3,60,4,4,10,3,3,10,1,3,50,3,3,Early,0
R_20NmKQVjfwNnpNv,Yes,1,40,1,1,30,3,2,50,1,1,70,3,2,100,3,3,0,1,1,30,3,2,60,3,2,30,1,1,0,1,1,10,3,3,20,3,4,10,3,4,20,4,3,80,4,4,Early,0
R_3Kll6fAhWf8gCDT,Yes,1,80,3,2,70,1,2,60,3,1,100,4,3,30,1,1,80,2,2,70,2,2,80,3,2,90,3,2,30,1,1,60,3,3,20,1,4,30,2,4,30,1,3,60,4,4,Early,0
R_3QW9fP4TOy20tzP,Yes,1,70,3,4,30,1,1,90,3,2,70,4,,50,1,,70,3,3,60,1,3,80,3,3,40,1,1,20,1,1,60,,3,50,1,4,30,1,4,10,2,3,50,1,,Early,1
R_1erFd2FyqZLfaro,Yes,1,50,3,2,10,1,1,100,4,3,80,4,2,70,3,2,20,2,2,20,1,2,50,3,2,60,1,1,20,1,2,50,1,,50,1,2,60,1,2,80,3,3,80,3,3,Early,1
R_O7O16oim4FZiJY5,Yes,1,90,4,2,40,2,2,20,4,4,90,4,3,90,5,4,60,4,2,60,4,3,10,1,2,40,2,2,10,1,1,10,1,3,20,3,3,10,3,3,10,2,3,80,5,4,Early,0
R_3n1O9Ny43iT8bY0,Yes,1,90,3,1,70,3,1,80,3,1,100,4,2,70,1,1,90,3,1,20,1,1,90,3,1,70,3,1,10,1,1,10,1,4,10,1,3,10,1,3,10,1,3,60,4,4,Early,1
R_1mIRQQVe1gWRmdG,Yes,1,40,3,2,20,1,2,10,1,2,40,3,2,0,1,1,20,1,2,30,1,2,80,3,3,10,1,1,10,1,2,70,4,3,10,1,3,40,3,4,30,3,2,30,1,2,Early,0
R_1CsdUFORNhzVJJS,Yes,1,20,1,1,0,1,1,20,1,1,80,3,2,0,1,1,10,1,1,0,1,1,10,1,1,50,1,1,0,1,1,10,1,3,0,1,2,10,1,3,40,2,3,70,5,4,Early,1
R_3g4QRYwb7bPYyWc,Yes,1,60,1,2,80,1,2,60,1,1,80,3,2,70,1,1,80,1,2,30,1,2,70,1,2,70,1,1,30,1,1,20,1,2,10,1,2,20,3,3,10,1,3,80,5,4,Early,1
R_2fI4iuFHcIQssxq,Yes,1,40,1,1,30,1,1,30,1,1,30,1,1,0,1,1,70,3,2,40,1,1,30,3,2,0,1,1,50,1,2,30,4,4,40,3,4,20,1,3,10,1,3,60,5,3,Early,0
R_11dxaGJEfSkdzGD,Yes,1,50,1,1,40,1,2,80,4,4,60,3,2,70,1,1,80,1,1,60,1,2,80,1,1,60,3,2,60,1,1,30,4,4,30,3,3,60,3,3,70,3,3,80,4,4,Early,0
R_1lc1xuOIFMY6X6A,Yes,1,100,3,2,80,2,4,50,,,100,3,2,10,1,1,100,3,1,10,1,1,20,1,1,50,1,4,70,1,4,10,1,3,10,2,3,30,1,3,10,3,3,50,4,4,Early,1
R_8nQD5nDrxZQEDHX,Yes,1,40,2,1,30,1,1,20,1,2,80,3,2,40,1,1,20,1,1,10,1,1,30,1,1,40,2,1,20,2,1,10,1,3,20,2,3,20,2,2,20,1,3,50,3,4,Early,0
R_3qlhQ8YOBf9d9dm,Yes,1,40,2,2,70,2,2,30,1,1,50,1,2,30,1,2,40,1,1,30,1,2,70,2,2,70,3,1,30,1,1,80,4,3,10,2,3,20,2,3,10,1,3,30,4,4,Early,1
R_3EJTxU2lkxOpsJ4,Yes,1,100,3,2,90,3,2,70,2,1,80,3,2,90,2,1,50,3,2,50,1,2,80,3,2,50,1,1,10,1,1,90,5,4,10,1,3,10,1,3,10,4,3,30,4,3,Early,1
R_9YTJCeBLk3ZHGpj,Yes,1,50,2,1,60,1,1,70,2,1,100,3,2,40,2,1,30,1,1,50,1,1,80,2,2,70,2,1,20,1,1,30,3,3,40,3,3,30,3,3,10,1,3,80,5,4,Early,0
R_3NKFguEEe0QpO3Q,Yes,1,50,1,2,50,1,2,20,1,2,90,2,3,80,3,3,70,1,2,20,1,2,90,2,2,50,1,1,20,1,1,50,4,3,20,1,3,20,1,3,20,2,2,50,4,4,Early,0
R_2S36Zbfo8jFfGdg,Yes,1,60,3,2,70,4,3,10,2,2,40,3,2,70,5,3,10,1,1,10,1,1,10,1,2,10,1,1,0,1,1,20,2,4,30,2,4,30,1,3,10,1,3,50,3,4,Early,1
R_3EWKalCTHhVQAFF,Yes,1,50,3,2,80,3,3,30,1,1,80,3,2,40,1,1,30,1,1,30,1,1,80,3,2,20,1,1,30,1,1,20,1,3,30,3,4,70,3,4,50,3,3,60,4,4,Early,0
R_1CdS5iS0TFrt4bh,Yes,1,50,3,2,20,1,2,10,1,1,50,1,2,20,1,1,30,3,2,80,2,3,30,1,1,20,1,1,10,1,1,10,1,3,50,1,3,30,1,3,20,1,3,30,4,3,Early,1
R_2vYOwrkkA4LKYiF,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,10,1,2,,,,,,,,,,,,,10,1,2,0,1,1,10,1,2,10,1,2,10,1,3,10,1,2,0,1,1,Early,0
R_2rq23eEAhe1bbqw,Yes,1,40,2,,20,1,,40,3,3,20,1,2,50,2,2,20,1,2,20,1,2,40,1,,10,1,1,10,1,2,30,1,3,30,1,3,30,1,3,30,1,3,80,1,3,Early,1
R_2pWhrXJJfZ809oD,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,80,1,1,,,,,,,,,,,,,50,1,1,10,1,1,20,1,2,10,1,2,,1,,20,1,,50,4,3,Early,1
R_BDNs0sMGbY3m5vb,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,1,1,40,1,2,,,,,,,,,,,,,20,1,1,10,1,1,90,4,1,80,2,4,50,2,3,50,1,3,50,5,4,Early,0
R_wKQIZ6tUCJMCQAF,Yes,1,50,3,2,30,3,2,60,1,1,60,1,2,20,1,1,40,1,1,30,4,3,60,3,2,40,2,1,60,1,1,10,1,1,30,3,3,30,3,3,10,2,3,10,1,2,Early,1
R_1PYIKAgels5ckx3,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,100,2,4,90,1,1,,,,,,,,,,,,,20,1,2,20,1,1,90,1,3,0,1,2,10,1,2,100,1,2,20,1,4,Early,1
R_77hXddUEeDh4RB7,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,10,1,1,30,1,2,50,1,2,,,,70,4,3,20,4,3,Early,1
R_2rMJEKKbF1Q0crk,Yes,1,80,1,1,60,1,1,60,2,1,70,3,2,80,3,2,70,1,1,30,1,1,80,3,2,40,1,1,20,1,1,50,4,3,20,1,3,20,1,3,50,1,3,30,1,2,Early,1
R_30cSFROI91Y28rj,Yes,1,90,3,2,70,4,4,60,1,1,90,3,3,70,1,2,60,1,1,30,1,1,60,1,2,70,1,1,30,1,1,20,1,4,50,3,4,30,1,3,40,2,3,80,4,4,Early,1
R_RLgzuwrzBFymzw5,Yes,1,70,3,1,70,2,1,70,3,1,80,3,2,10,1,1,60,3,1,60,3,2,50,3,2,30,1,1,20,1,1,40,1,3,40,1,3,30,1,3,50,1,3,70,5,4,Early,0
R_2yrQGueuOw6MY2s,Yes,1,70,4,3,60,4,3,20,1,1,80,3,2,20,1,1,20,1,2,20,1,2,80,3,2,20,1,1,20,1,1,20,1,2,30,2,3,50,4,3,10,1,3,40,3,4,Early,0
R_3k5HTXcSIouIece,Yes,1,60,3,2,70,3,3,20,1,1,10,1,1,100,4,3,10,1,2,20,1,2,30,3,2,20,1,1,10,1,1,20,1,3,10,2,3,20,3,3,30,3,3,70,5,4,Early,1
R_2sRqIk7MsewPeWK,Yes,1,30,5,1,20,1,1,30,1,1,30,3,1,20,1,1,10,1,2,20,3,2,10,1,1,20,1,1,10,1,1,0,1,3,10,1,4,10,1,4,10,1,4,30,3,3,Early,1
R_1IEQIVCVmRvXvOz,Yes,1,60,3,1,10,1,1,60,2,1,50,3,2,40,1,1,10,1,1,30,1,1,50,1,1,60,2,1,10,1,1,10,1,3,10,3,4,10,4,4,10,1,2,10,4,4,Early,0
R_3LX8xiyYgJL3Q5K,Yes,1,60,3,2,50,3,2,20,3,1,60,3,2,10,1,1,30,2,1,20,1,1,30,3,2,90,5,3,10,1,1,10,3,4,10,4,4,20,4,4,10,1,3,20,3,3,Early,1
R_z3eCCwJqw61jTAl,Yes,1,70,2,2,20,1,1,70,1,2,100,3,3,90,1,1,80,1,1,70,1,1,80,1,2,50,1,1,10,1,1,20,1,4,30,3,4,20,1,3,20,1,3,60,3,4,Early,1
R_29adqMNhLIYefFG,Yes,1,80,2,2,80,1,2,100,5,4,90,3,3,80,1,2,70,1,1,70,1,1,70,2,1,80,1,4,70,1,1,10,1,4,50,1,4,70,1,4,20,1,3,90,5,3,Early,1
R_3oZ38LDmD7EE9Wx,Yes,1,70,2,1,30,3,2,50,2,1,80,3,2,10,1,1,30,1,1,10,1,1,50,1,2,30,1,1,10,1,1,10,1,4,20,1,4,10,1,3,10,1,3,30,2,4,Early,0
R_24ipwI9rdesubqZ,Yes,1,80,2,2,50,1,2,70,2,1,90,3,2,50,1,1,60,1,2,50,1,2,90,3,2,50,1,1,30,1,1,30,1,3,30,1,3,60,3,3,10,1,3,60,2,1,Early,0
R_24Det6p5lkLjVK6,Yes,1,50,1,1,50,1,2,50,1,1,90,3,2,80,3,2,20,1,1,30,1,2,80,2,2,80,3,2,,,,20,1,3,20,1,3,30,1,3,50,1,3,30,1,3,Early,1
R_3KGVGz8XEGGwZcZ,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,80,4,4,60,1,,,,,,,,,,,,,,70,1,2,50,1,2,70,4,3,50,1,3,40,3,3,40,1,3,70,4,4,Early,1
R_2wN2YfnUAR2v4rl,Yes,1,30,1,1,50,3,2,10,1,1,90,3,2,10,1,1,10,1,1,10,1,1,30,1,1,10,1,1,10,1,1,30,3,3,20,1,3,30,1,4,10,1,4,50,5,4,Early,0
R_3EYAivlnNqWo56x,Yes,1,50,1,1,10,1,2,50,1,1,30,3,2,50,1,1,40,3,2,20,1,2,10,1,1,50,3,1,10,1,1,30,4,3,10,3,3,60,5,4,10,3,3,80,5,4,Early,1
R_3O2lk7TmkhZ5gW4,Yes,1,70,3,2,70,2,2,80,3,2,80,3,3,20,1,2,20,2,2,20,1,1,10,1,1,50,2,1,20,1,1,80,4,3,20,1,2,30,1,3,30,3,3,90,4,4,Early,0
R_2PnHQG9t3qvqKx2,Yes,1,40,2,2,50,1,2,10,1,1,70,3,3,50,1,2,50,1,2,30,1,2,60,3,2,30,1,1,10,1,1,80,4,4,30,1,3,40,1,3,50,1,3,60,3,4,Early,1
R_3EG6r5WJNCE1DWr,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,90,1,1,80,3,2,,,,,,,,,,,,,90,1,4,80,1,2,30,2,4,0,1,4,10,3,4,30,1,3,20,3,4,Early,0
R_ZyMNbb77FWdjVfz,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,30,1,1,60,1,1,,,,,,,,,,,,,70,1,1,20,1,1,0,1,2,30,1,3,30,1,3,0,1,3,70,1,2,Late,0
R_02oe5GLgbURaQ3n,Yes,1,70,1,1,90,3,1,50,1,1,40,1,1,80,1,1,0,1,1,80,1,2,100,1,1,90,3,1,90,1,2,0,1,4,40,4,4,60,4,4,10,1,3,40,5,4,Late,1
R_1jiW6QZuTKWcHu7,Yes,1,40,1,1,30,1,2,30,1,1,40,1,1,70,1,2,40,1,1,30,1,2,50,1,1,40,1,1,30,1,1,20,5,4,60,4,3,50,3,4,30,3,3,70,4,3,Late,1
R_3311409pAdNtdpL,Yes,1,60,3,2,40,3,2,50,3,2,50,3,2,40,1,1,20,1,2,10,1,2,50,3,2,50,2,1,10,2,1,10,1,3,10,1,3,10,1,3,10,1,2,30,4,3,Late,0
R_1rMMykdICJ4H9Zp,Yes,1,90,3,3,60,3,3,80,4,4,80,3,2,90,3,3,80,3,3,30,2,3,90,3,3,80,3,3,40,1,2,40,4,3,20,1,3,20,1,3,70,4,3,30,3,3,Late,0
R_1GN9b7NQhlLscIq,Yes,1,70,1,1,50,1,1,50,1,1,40,1,1,50,1,1,70,1,1,70,3,2,50,2,2,50,1,1,50,1,1,20,1,2,10,2,3,20,1,3,50,1,3,20,1,1,Late,1
R_WAmuJn46pNC9cRz,Yes,1,40,1,1,60,1,1,30,3,3,80,4,3,50,1,1,50,1,1,40,1,1,80,3,3,80,4,2,20,1,1,10,1,3,20,3,3,30,3,3,40,3,4,70,5,4,Late,0
R_u7KiM4sXcgmlaNz,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,1,50,1,4,,,,,,,,,,,,,20,1,1,50,1,1,90,4,3,50,1,2,70,5,4,0,,2,30,3,3,Late,0
R_3IWcMsDUK0xzyH7,Yes,1,80,3,3,100,5,3,30,1,1,50,3,3,30,3,2,10,1,1,10,1,1,30,3,2,10,1,1,0,1,1,10,1,3,10,1,3,10,1,2,10,1,3,50,2,3,Late,1
R_3NPB7dV4tCasl85,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,50,1,2,,,,,,,,,,,,,30,1,1,30,1,1,10,1,2,20,1,3,20,1,3,20,1,3,50,4,3,Late,1
R_3iIhXYqxTXzB0JL,Yes,1,30,1,2,50,1,2,20,1,1,60,3,2,40,3,2,20,1,1,50,3,2,30,1,1,50,1,1,20,1,1,10,1,3,30,3,4,10,1,4,10,3,3,10,1,1,Late,1
R_2ePfzmlHb6mMIUz,Yes,1,70,1,2,30,1,1,50,1,2,30,1,1,80,3,3,50,1,1,90,4,3,70,1,1,50,1,2,20,1,1,70,4,3,40,1,3,20,1,3,30,3,3,30,1,3,Late,0
R_cGYdxBqHHBrnkXL,Yes,1,100,3,2,80,3,2,60,3,3,90,3,2,50,1,1,90,3,2,70,2,2,90,5,2,80,3,2,90,3,1,90,5,2,10,1,2,10,1,3,20,1,3,80,4,2,Late,0
R_2EyOjDfAT13L9mZ,Yes,1,60,3,,30,1,,20,4,3,50,3,,30,1,1,20,1,1,20,1,2,20,1,,30,1,4,10,1,,20,1,,10,3,3,10,4,4,50,4,3,10,1,4,Late,1
R_5zfC9RdNokaTykp,Yes,1,10,2,2,10,1,1,70,4,4,20,3,2,0,1,1,0,1,1,0,1,1,20,1,1,,1,1,0,1,1,10,3,2,10,2,3,0,1,3,10,1,2,60,4,3,Late,0
R_2CerGHN6uay5G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,1
R_3FL4GBCQ9Tb5nGp,Yes,1,70,1,1,60,1,2,40,1,1,60,1,1,80,3,2,40,3,2,80,4,3,40,3,2,70,1,1,30,3,2,30,5,3,30,1,2,30,3,2,70,3,3,80,4,3,Late,1
R_3JfkPOUAEuiArXf,Yes,1,50,3,2,20,1,1,10,1,1,10,1,1,,1,1,10,1,1,30,3,2,30,4,3,10,1,1,10,1,1,20,1,2,50,3,3,20,4,4,10,2,3,20,1,3,Late,1
R_12lOnUyov97SyoZ,Yes,1,,,,70,4,3,20,1,1,60,2,2,80,4,3,10,1,1,40,1,2,30,1,2,20,1,1,10,1,1,60,4,3,,,,20,1,2,60,1,3,70,4,3,Late,1
R_1DqlUELIGLKBfhO,Yes,1,70,3,2,20,1,1,50,3,3,50,3,3,40,3,,,,,10,1,,50,1,1,40,1,1,0,1,1,50,4,4,10,3,4,10,1,4,10,1,4,30,3,4,Late,0
R_PBdazfTsvs5OPeN,Yes,1,80,3,3,20,1,4,10,1,1,70,1,1,10,1,1,0,1,1,20,1,2,30,3,2,10,1,1,0,1,1,80,5,4,20,3,2,80,4,3,20,4,3,60,5,4,Late,1
R_1dtz3d1zRuEcXSD,Yes,1,40,3,2,30,1,2,30,1,3,20,1,2,80,4,3,60,3,2,20,1,2,50,1,2,20,1,1,30,1,1,30,,,90,3,4,,3,3,10,1,4,30,1,4,Late,1
R_23UW1hceoyeQTZF,Yes,1,100,4,2,20,1,1,30,3,2,80,3,2,50,1,1,10,1,1,20,1,1,80,4,3,20,1,1,10,1,1,50,3,3,20,1,2,10,1,3,20,3,3,80,5,4,Late,1
R_da6wuz1gZpVcqzL,Yes,1,30,1,1,30,1,1,50,1,1,80,3,3,10,1,1,30,1,1,50,1,1,90,3,2,40,1,1,,1,1,10,1,3,20,2,3,20,2,3,30,1,3,,,,Late,1
R_12uyniXZzYSKVkK,Yes,1,80,3,2,20,1,1,40,3,2,30,3,2,20,3,2,30,1,1,50,3,2,40,3,2,20,1,1,20,1,1,20,3,3,20,3,3,20,3,4,30,3,3,30,1,2,Late,0
R_22MnwaRQHt14d1N,Yes,1,60,3,3,90,4,1,100,5,4,100,5,4,0,1,1,100,,4,50,5,4,100,5,4,10,1,1,10,1,1,0,1,1,30,1,2,10,1,2,90,5,3,50,1,1,Late,1
R_sp2cG1REN51LP5D,Yes,1,80,1,2,30,1,1,60,1,1,50,3,2,50,1,1,30,1,1,50,1,1,30,1,1,10,1,1,20,1,2,80,5,4,70,3,3,30,3,3,30,3,3,50,4,3,Late,1
R_2uy4Bk2PZes4ExG,Yes,1,,,,90,3,,70,1,,90,4,,20,1,1,50,1,1,40,2,,40,1,1,70,1,1,70,1,1,30,3,3,70,5,4,50,5,4,50,3,,40,4,3,Late,1
R_21nzdZSainhHEi4,Yes,1,70,3,2,30,1,1,20,1,2,70,3,2,80,4,3,30,1,1,0,1,1,60,1,2,50,2,1,40,1,1,20,1,3,60,4,4,50,4,4,20,1,3,80,5,4,Late,0
R_3ESTHSJ1gxXWIa4,Yes,1,40,1,1,10,1,1,50,3,2,20,3,2,10,2,1,0,1,1,0,1,1,10,3,1,10,2,1,0,1,1,10,3,3,20,4,4,30,3,3,10,1,4,20,4,4,Late,1
R_3Pe6b1Z0Om51wYL,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,5,4,80,1,1,,,,,,,,,,,,,10,1,1,,1,1,100,5,4,10,1,2,20,1,2,80,3,3,70,3,3,Late,1
R_3O6snFDGmSbha9q,Yes,1,50,1,1,80,1,1,50,1,1,60,1,1,80,1,1,30,1,1,30,1,1,60,1,1,50,1,1,30,1,1,80,5,4,10,4,4,20,4,4,20,3,2,80,4,4,Late,1
R_2Uh2b6ZnKF9N2ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,0
R_z1klJN0INu5uSzL,Yes,1,100,5,3,20,1,1,50,3,1,80,4,3,70,3,4,10,1,1,50,3,2,50,3,2,10,1,1,10,1,1,10,1,2,30,1,4,30,1,3,30,1,3,50,1,3,Late,0
R_2rxdZzbs0NNF8gb,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,20,1,1,,,,,,,,,,,,,10,1,1,10,1,1,10,1,1,0,1,1,0,1,3,10,1,1,30,2,1,Late,0
R_3lLXLV9gZWcrsnI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,0
R_zUWpSrhQs8wUyLT,Yes,1,100,4,3,100,3,3,40,1,2,80,4,3,0,1,1,0,1,1,20,1,2,60,3,2,70,1,1,0,1,2,0,1,4,20,1,4,0,1,4,30,3,3,90,4,3,Late,0
R_AjiUDbhacH69oGt,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,1,1,,1,1,,1,,,1,,,3,4,,2,3,,1,1,Late,0
R_28C0iZESOBYR8L7,Yes,1,80,1,1,60,1,1,80,1,1,80,1,1,80,1,1,80,1,1,60,1,1,50,1,1,70,1,4,40,1,1,10,3,4,20,3,4,30,4,4,0,1,4,60,3,4,Late,0
R_1Olc1fohY5itbnv,Yes,1,80,3,2,50,3,2,50,3,3,20,1,1,10,1,1,10,1,1,50,3,3,20,1,2,10,1,1,10,1,1,10,1,2,40,3,3,30,3,3,50,3,3,100,5,4,Late,0
R_3hckROYLraasLcl,Yes,1,20,5,4,20,5,4,60,4,3,80,4,3,40,5,3,10,1,1,20,3,3,50,5,4,20,5,4,60,1,1,20,4,4,10,5,4,20,5,4,10,3,3,70,3,2,Late,1
