"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
335,90,70,1,2,"Os estudos que não funcionaram não agregariam conteúdo para justificar sua inclusão.",NA,20,4,2,NA,NA,NA,20,19,2,NA,NA,NA,50,50,2,NA,NA,NA,76,76,1,3,"Em pesquisa científica,existe um conceito chamado de saturação,em que o pesquisador para a coleta quando os dados começam a não trazer novas informações.",NA,51,24,2,NA,NA,NA,10,0,2,NA,NA,NA,70,30,2,NA,NA,NA,85,53,2,NA,NA,NA,28,4,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Social",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","No","Yes","Sala do grupo de pesquisa","Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",35,"Yes","No",NA,"Brasil","Não entendo de que forma  palpites  produzem dados confiáveis de pesquisa.  Com exceção do relato a respeito de nossa própria prática de pesquisa, as demais preguntas não passam de achismo e não entendo a utilidade disso."
340,50,29,1,3,"Em muitas situações, ao fazermos uma pesquisa inúmeras variáveis intervenientes atuam. Na pesquisa em escolas, por exemplo, greves, atividades não previstas e que precisam acontecer na escola, etc. Quando isso acontece toda a coleta acaba ficando comprometida. Assim, tais informações são compatíveis em relatórios, mas inseri-las em artigos é mais complexo, sobretudo em função d restrição de espaço. Já fiz artigos narrando só experiencias que não funcionaram, e tb o inverso. ",NA,50,29,1,3,"Mesma justificativa anterior.   Entendo que o objetivo de uma pesquisa e o objetivo de um artigo são coisas diferentes. No relatorio da pesquisa todas as condições e o que aconteceu precisam estar claras. Num artigo raramente é possível fazer um relato completo, logo, as informações podem ser parciais, se isso for condizente com o objetivo pretendido. ",NA,90,80,1,3,"Ler as explicações das questões anteriores.",NA,60,60,1,3,"Em pesquisa quantitativa a prática é totalmente justificável. Se a amostra não foi adequada, o procedimento correto é ampliar a coleta.  Em pesquisa qualitativa, a prática de continuar a coleta até a saturação da informação tb significa o mesmo.   Quem faz pesquisa com pessoas vai quase sempre acabar chegando a esse impasse. ",NA,60,60,1,3,"idem a anterior",NA,40,10,2,NA,NA,NA,10,2,2,NA,NA,NA,70,50,1,2,NA,"Quando se trabalha com estatística, a exclusão de dados é uma possibilidade presente, pois permite o ajuste do modelo em uso.",50,25,1,2,"É uma questão semantica.",NA,50,10,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Once or twice","Enviromental",NA,"Yes","Yes","Yes","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Female","Parda",57,"Yes","No",NA,"brasil","De modo geral, quanto mais nos engajamos em pesquisa, mais surgem dúvidas, sobretudo com relação às questões éticas, e diante das atuais exigências acadêmicas na pós-graduação.  A pesquisa aqui conduzida é interessante, e provavelmente conduzirá a bons resultados.  Mas as questões propostas são complexas e exigem alguma reflexão. Assim, na mensagem inicial, sugiro substituir a sentença  O questionário é composto por 10 perguntas e leva alguns minutos para ser preenchido  por algo mais concreto como  O questionário é composto por 10 perguntas e será preciso cerca de 15 minutos para ser preenchido .  Em termos práticos, embora a barra com percentuais seja lúdica, não gostei muito dela; teria preferido digitar os números diretamente no quadrinho."
343,45,35,2,NA,NA,NA,80,80,2,NA,NA,NA,80,80,2,NA,NA,NA,60,50,2,NA,NA,NA,50,60,2,NA,NA,NA,40,40,2,NA,NA,NA,30,25,2,NA,NA,NA,25,25,2,NA,NA,NA,75,80,2,2,NA,NA,41,50,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Once or twice","Development",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"Yes","No","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Female","White",29,"Yes","No",NA,"Brasil","As questões poderiam ser mais claras, bem como a redação do enunciado dentro das questões (solicitação para estimar as porcentagens). "
346,70,40,1,2,NA,NA,70,61,1,2,"Muitas vezes em função de priorizar o que seja mais importante inserir de informações considerando as regras dos periódicos.",NA,50,50,1,2,"Reportar as variáveis dependentes deve-se muito ao tipo de estudo. ",NA,30,30,2,NA,NA,NA,30,30,2,NA,NA,NA,10,10,2,NA,NA,NA,1,1,2,NA,NA,NA,10,10,2,NA,NA,NA,1,1,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Development",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Female","Parda",47,"Yes","No",NA,"Brasil",NA
348,13,13,1,2,NA,NA,9,15,2,NA,NA,NA,37,54,2,NA,NA,NA,18,24,2,NA,NA,NA,50,50,2,NA,NA,NA,36,32,2,NA,NA,NA,9,9,2,NA,NA,NA,33,35,2,NA,NA,NA,50,52,2,NA,NA,NA,44,32,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Psychological Assessment",NA,"Yes","Yes","Yes","No","Yes","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Female","White",62,"Yes","No",NA,"BRASI",NA
351,71,72,2,NA,NA,NA,90,81,2,NA,NA,NA,86,83,1,2,"Carência de dados em pesquisas brasileiras. Referencial aplicado era internacional",NA,70,58,2,NA,NA,NA,67,43,2,NA,NA,NA,54,35,2,NA,NA,NA,40,40,2,NA,NA,NA,64,57,2,NA,NA,NA,60,60,2,NA,NA,NA,50,44,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Never","School and Education",NA,"Yes","No","No","Yes","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Research","Private","other",NA,"Doctorate","Female","White",44,"Yes","No",NA,"Brasil",NA
352,70,70,1,3,"Porque trabalho com intervenção e tive uma formação sólida de planejar pesquisas com práticas baseadas em evidências",NA,60,60,2,NA,NA,NA,50,50,1,2,"Porque uma publicação geralmente é um recorte de um estudo mais amplo que envolveu diversas variáveis",NA,80,80,2,NA,NA,NA,90,90,2,NA,NA,NA,20,20,2,NA,NA,NA,10,10,2,NA,NA,NA,50,50,1,2,NA,"Considerando uma publicação, quando se têm diversas medidas selecionar aquelas que mais se relacionaram com a mudança/foram significativas",90,90,2,NA,NA,NA,80,80,2,NA,NA,NA,"Occasionally","Never","Occasionally","Never","School and Education",NA,"No","No","No","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Emeritus professor",NA,"Doctorate","Female","White",36,"Yes","No",NA,"Brasil",NA
354,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,25,25,1,3," Fazemos pesquisas com várias possíveis variáveis dependentes e apresentamos os resultados das pesquisas em diferentes artigos. ",NA,25,25,1,3,"Tem-se algumas hipóteses, então, realiza-se um estudo piloto com uma amostragem menor para verificar se os dados empíricos a sustentariam. Em casos positivos, ampliamos a amostragem. Em casos negativos em que as análises apresentam possíveis questões que ampliariam o conhecimento naquela temática, também ampliamos a amostragem.",NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Never","Never","Never","Never","Organizational and Work",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Female","White",52,"Yes","No",NA,"Inglaterra",NA
356,30,31,1,3,"Para fundamentar novos estudos e aprofundamentos",NA,81,81,1,3,"Restrição de espaço ou solicitação dos referres para reduzir ",NA,82,94,1,2,"Pelo fato de considerar que não haja variável dependente no tipo de estudo que faço",NA,24,18,2,NA,NA,NA,12,14,2,NA,NA,NA,19,6,2,NA,NA,NA,5,4,2,NA,NA,NA,37,18,2,NA,NA,NA,75,86,2,NA,NA,NA,7,7,2,NA,NA,NA,"Occasionally","Occasionally","Once or twice","Never","Enviromental",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Emeritus professor",NA,"Doctorate","Female","White",60,"Yes","No",NA,"Inglaterra","Tive um pouco de dificuldade para estabelecer os percentuais baseados na percepção"
360,15,15,2,NA,NA,NA,5,2,2,NA,NA,NA,5,2,2,NA,NA,NA,30,15,1,3,"Tratava-se de um estudo piloto. Como de início a pesquisa era online e aberta a população em geral, com critérios amplos de participação, precisava fazer uma exploração para restringir os critérios e fazer um cálculo amostral.   Acredito que a presente pesquisa deveria dispôr de questões abertas como essa, para que seja possível ao respondente esclarecer a sua resposta, uma vez que os pesquisadores podem seguir delineamentos metodológicos diferentes.",NA,35,35,2,NA,NA,NA,5,3,2,NA,NA,NA,3,0,2,NA,NA,NA,30,20,1,2,NA,"Em pesquisas quantitativas existem alguns critérios estatísticos que permitem tal decisão! Por exemplo, retirada de outliers!",90,90,1,2,"Depende da forma que a informação foi relatada no texto! Em tabelas, possivelmente relatei o valor total, mas no texto talvez tenha abreviado fazendo o  arredondamento .",NA,10,2,2,NA,NA,NA,"Once or twice","Never","Once or twice","Once or twice","Organizational and Work",NA,"Yes","No","No","No","No","No","No",1,"Pesquisas de abordagem mista ou pesquisas qualitativas, ocasionalmente surveys.","No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",39,"Yes","No",NA,"Brasil","Acredito que os resultados dessa pesquisa serão interessantes para a comunidade científica, mas sugiro que sejam discutidos com cuidado e parcimônia, de forma que sejam dados críticos e reflexivos."
366,70,100,1,3,"Realizo pesquisa em psicanálise em instituições de saúde, sempre reporto a colegas psicanalistas e pesquisadores que também estão inseridos em instituições de saúde para justificar meu discurso e embasar minha prática de pesquisa.",NA,80,30,2,NA,NA,NA,70,40,2,NA,NA,NA,90,60,1,3,"Como utilizo métodos qualitativos, quando não se trata de um estudo de caso, realizo o tipo de amostra  por saturação , justificada nas pesquisas qualitativas, quando o número de participantes não importa, mas importa a qualidade do material colhido. No caso, se o pesquisador, na articulação com outros pesquisadores, compreender que os dados coletados já satisfaz os objetivos da pesquisa, em termos de reflexão, pode-se parar de coletar. Caso não, continua a coleta. Preocupa-se não com o número da amostra, mas com a possibilidade de discutir o tema em profundidade.",NA,70,50,1,3,"Conforme respondi na questão anterior, não se trata de antes do planejado, mas de que este número quantitativo não é pré-concebido. Na amostra por saturação teórica, você vai coletando os dados até perceber que aqueles dados da satisfaz as discussões pretendidas nos objetivos.",NA,50,20,2,NA,NA,NA,40,5,2,NA,NA,NA,50,5,2,NA,NA,NA,90,70,2,NA,NA,NA,30,10,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Clinical",NA,"No","No","Yes","No","No","No","No",1,"clínica","Yes","No","No","Yes","Clínica em Instituições de Saúde","Equal emphasis",NA,"other","Recém doutor","Doctorate","Female","White",35,"Yes","No",NA,"Brasil",NA
367,60,60,1,3,NA,NA,28,28,2,NA,NA,NA,21,20,2,NA,NA,NA,30,15,2,NA,NA,NA,30,29,2,NA,NA,NA,52,53,2,NA,NA,NA,10,9,2,NA,NA,NA,45,45,2,NA,NA,NA,21,20,2,NA,NA,NA,24,22,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"Yes","No","Yes","Yes","Yes","No","Yes",0,NA,"Yes","Yes","Yes","No",NA,"Equal emphasis","Public","other",NA,"Doctorate","Female","White",65,"Yes","No",NA,"brasil",NA
368,80,70,1,2,"Tendemos a valorizar os resultados positivos, pois muitas vezes resultados negativos não são devidamente considerados. Tive artigo de pesquisa recusado por se tratar de dados negativos.",NA,40,40,2,NA,NA,NA,90,90,1,2,"Nas vezes praticadas, as análises foram agrupadas em sub grupos de variáveis",NA,20,20,2,NA,NA,NA,10,8,2,NA,NA,NA,20,17,2,NA,NA,NA,3,10,2,NA,NA,NA,20,20,1,2,NA,"Na verdade, a retirada do dado se deu por se tratarem de outliers, e o procedimento foi devidamente informado na seção de análise estatística.",30,20,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Evolutionary",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","Yes","No",NA,"Teaching","Public","Emeritus professor",NA,"Doctorate","Female","Parda",63,"Yes","No",NA,"Estados Unidos","Achei a temática interessante, em tempos de termos que gerar  números   de papers para avaliação pela CAPES."
370,40,20,2,NA,NA,NA,40,25,2,NA,NA,NA,25,25,1,3,NA,NA,10,10,2,NA,NA,NA,5,5,2,NA,NA,NA,25,25,2,NA,NA,NA,5,5,2,NA,NA,NA,25,25,2,NA,NA,NA,50,50,2,NA,NA,NA,25,25,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Social",NA,"Yes","Yes","Yes","No","Yes","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Teaching","Public","Associate professor",NA,"Doctorate","Male","White",46,"Yes","No",NA,"brasil",NA
371,30,30,1,2,"Havia dados relevantes que eram passíveis de análise e não comprometiam os objetivos iniciais.",NA,85,15,1,2,"Ocorre quando faz um recorte do resultado e analiso aquele aspecto em específico, indico que o estudo faz parte de um estudo maior.",NA,85,10,2,NA,NA,NA,10,0,2,NA,NA,NA,15,0,2,NA,NA,NA,30,10,2,NA,NA,NA,10,0,2,NA,NA,NA,50,25,1,2,NA,"Foi uma escolha equivocada, que mesmo na literatura não havia estofo para seu uso, e se mostrou ineficaz.",90,0,1,2,"Porque não fazia diferença significativa na apresentação daqueles resultados, não alterava pois já estava acima dos valores mínimos.",NA,10,0,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","other","Habilidades Sociais","Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Assistant professor",NA,"Doctorate","Female","White",54,"Yes","No",NA,"Brasil",NA
374,42,40,2,NA,NA,NA,61,68,1,3,"porque não  alterou os resultados",NA,42,33,2,NA,NA,NA,25,23,2,NA,NA,NA,28,30,2,NA,NA,NA,15,11,2,NA,NA,NA,2,2,2,NA,NA,NA,8,9,2,NA,NA,NA,3,2,2,NA,NA,NA,6,4,2,NA,NA,NA,"Once or twice","Once or twice","Never","Never","Mental Health",NA,"Yes","Yes","Yes","No","No","No","No",1,"qualitativa","No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",42,"Yes","No",NA,"brasil",NA
376,75,70,2,NA,NA,NA,80,50,1,2,"Devido aos objetivos e proposta do objetivo do artigo, utilizei as informações mais pertinentes dos estudos analisados, além disso o número de páginas é bem restrito apra ficar colocando todas as informações de casa estudo.",NA,20,20,2,NA,NA,NA,20,85,2,NA,NA,NA,15,85,2,NA,NA,NA,10,10,2,NA,NA,NA,10,10,2,NA,NA,NA,30,50,2,NA,NA,NA,30,30,2,NA,NA,NA,15,10,2,NA,NA,NA,"Occasionally","Occasionally","Once or twice","Never","Development",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",34,"Yes","No",NA,"Brasil",NA
380,50,15,2,NA,NA,NA,70,60,1,3,"os propósitos do estudo não exigiam totalidade",NA,80,70,1,3,"a motivação do estudo não exigia ou pretendia totalidade",NA,50,40,1,3,"entendemos pesquisa como processo",NA,70,50,1,3,"novamente, processo",NA,24,3,2,NA,NA,NA,24,3,2,NA,NA,NA,60,36,1,2,NA,"deveria ter uma opção  não sei responder / não se aplica à minha prática . nem sempre a pesquisadora em psicologia teve ou terá que realizar certos tipos de pesquisa, quantitativa por exemplo, o que aqui é tido como  dado ?. na pesquisa em subjetividade, por exemplo, a orientação é a liberdade metodológica e o fio ético-estético do desejo da investigação.",1,1,2,NA,NA,NA,90,50,1,2,NA,"talvez posso ter feito afirmações que tiravam alguns elementos da reflexão um pouco brevemente, mas não é possível observar todos os pontos de vista.","Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"Yes","Yes","No","No","No","No","No",1,NA,"No","No","No","Yes",NA,"Research","Public","Graduate student",NA,"Masters","Female","Indigenous",34,"Yes","No",NA,"Brasil","Incluir o campo  Não se aplica à minha prática ."
381,90,90,1,3,"Foi justificável demonstrar por evidências extraídas dos artigos a efetividade da pesquisa, bem como justificar nova pesquisa.",NA,50,50,2,NA,NA,NA,40,40,2,NA,NA,NA,50,50,2,NA,NA,NA,50,50,2,NA,NA,NA,20,20,2,NA,NA,NA,5,5,2,NA,NA,NA,10,10,2,NA,NA,NA,10,10,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Never","Never","Never","Psychological Assessment",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Graduate student",NA,"Masters","Female","White",41,"Yes","No",NA,"Brasil",NA
382,89,57,1,2,"Porque não há espaço para reportar estudos que não deram certo. Nenhuma revista aceita esse tipo de publicação. Então, ainda que o pesquisador queria fazer isso, ele não tem o espaço para fazê-lo.",NA,31,42,1,2,"Porque muitas vezes não ha a estrutura adequada para a realização da pesquisa. Por exemplo, trabalho com avaliação psicológica/psicometria utilizando amostras de participantes que são usuários de drogas em tratamento ambulatorial. Por mais que eu e minha equipe de alunos saibamos das condições ideais/necessárias de coleta de dados, quase nunca é possível garanti-la, por falta de estrutura das instituições, que não fornecem salas adequadas, por exemplo. Entre deixar de coletar e coletar em condições não ideais, tenho optado pela segunda opção, mas isso eu prefiro omitir dos relatos escritos divulgados.",NA,11,82,2,NA,NA,NA,48,74,2,NA,NA,NA,25,70,2,NA,NA,NA,62,26,2,NA,NA,NA,50,0,1,1,NA,"Precisava apresentar um trabalho, mas não consegui os participantes necessários para cumprir o tamanho mínimo, então para equiparar tamanhos de amostra decidi repetir/espelhar dados de alguns participantes. Isso nunca foi publicado, mas foi apresentado e não há justificativa para esse comportamento. ",76,36,1,2,NA,"Com dados coletados por conveniência, não de forma aleatória, ás vezes é preciso analisar o impacto que determinados grupos de participantes podem ter nos resultados. Por exemplo, uma amostra com estudantes de Psicologia pode prejudicar resultados de pesquisas ? Mas eles são fáceis de coletar para aumentar tamanhos de amostras. Se os dados se comportam iguais com e sem eles, não há problema. Se comportam-se de forma diferente, talvez eles possam ser excluídos.",33,15,2,NA,NA,NA,63,82,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Once or twice","Psychological Assessment",NA,"Yes","Yes","Yes","No","No","Yes","No",0,NA,"No","No","No","Yes",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Male","White",34,"Yes","No",NA,"Brasil",NA
387,40,50,1,2,"Necessidade de dar uma visão das pesquisas na área de forma atual e contextualizada, tanto do que está sendo feito, como do que já foi realizado.",NA,20,80,1,2,"Pois os pesquisadores podem ter acesso a metodologia usada e podem replicar a qualquer momento o estudo.",NA,50,50,1,2,"Embora alguns artigo tenha um corte quase experimental no qual posso identificar e descrever tais variáveis, nesses isso é feito. Agora há artigo de cunho mais qualitativo e descritivo, onde essa descrição não é necessariamente/explicitamente realizada.",NA,50,50,1,2,"Em alguns casos amplicar a amostra para outros estados foi significativo.",NA,50,50,2,NA,NA,NA,50,50,2,NA,NA,NA,10,10,2,NA,NA,NA,50,50,2,NA,NA,NA,15,15,2,NA,NA,NA,30,30,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Psychological Assessment",NA,"Yes","Yes","Yes","No","No","No","Yes",1,"construção instrumentos","Yes","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",39,"Yes","No",NA,"Brasil","As questões não tinham um meio termo do tipo Não sei opinar por exemplo"
391,25,25,2,NA,NA,NA,50,50,2,NA,NA,NA,30,50,2,NA,NA,NA,50,50,2,NA,NA,NA,50,50,2,NA,NA,NA,25,25,2,NA,NA,NA,5,5,2,NA,NA,NA,25,25,2,NA,NA,NA,75,100,1,2,"No meu caso não são estudos estatísticos, uma pequena aproximação, 69,9% ou 70%, de um dado relativo a algum aspecto da pesquisa, não é problemático. Mas geralmente ponho a vírgula.  ",NA,25,50,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Organizational and Work",NA,"Yes","No","Yes","No","No","No","No",1,"Pesquisa qualitativa com triangulação de dados objetivos, documentais e de questionários e entrevistas","No","No","Yes","No",NA,"Research","Public","Associate professor",NA,"Doctorate","Male","White",51,"Yes","No",NA,"Brasil","Aquela pergunta primeira do se  funcionou  foi muito mal elaborada"
392,80,56,2,NA,NA,NA,75,48,2,NA,NA,NA,4,18,2,NA,NA,NA,65,28,2,NA,NA,NA,84,66,2,NA,NA,NA,89,14,2,NA,NA,NA,17,0,2,NA,NA,NA,90,87,1,1,NA,NA,41,0,2,NA,NA,NA,51,13,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Organizational and Work",NA,"Yes","No","Yes","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Emeritus professor",NA,"Doctorate","Female","White",36,"Yes","No",NA,"Espanha",NA
394,87,86,1,3,"Necessidade",NA,73,77,1,3,"Uma dissertação é muito grande deve cortar para poder produzir algum artigo",NA,86,86,1,3,"Artigos muito curtos nao da espaço para discutir, e o efeito de sentido que vai ser produzido a partir da leitura.",NA,89,90,1,3,"Importante amplas amostragens",NA,92,94,1,3,NA,NA,8,8,2,NA,NA,NA,11,12,2,NA,NA,NA,10,10,2,NA,NA,NA,4,3,2,NA,NA,NA,3,2,2,NA,NA,NA,"Often","Occasionally","Occasionally","Never","Social",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Female","White",51,"Yes","No",NA,"Espanha","nada a declarar"
398,70,50,1,3,"Há uma posição política em afirmar certos achados.",NA,50,50,2,NA,NA,NA,24,24,2,NA,NA,NA,10,6,2,NA,NA,NA,5,5,2,NA,NA,NA,3,4,2,NA,NA,NA,16,16,2,NA,NA,NA,12,12,2,NA,NA,NA,17,18,2,NA,NA,NA,40,41,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Occasionally","Mental Health",NA,"Yes","No","No","No","No","No","No",1,"Cartografia; etnografia; pesquisa qualitativa","No","No","Yes","No",NA,"Research","Public","Associate professor",NA,"Doctorate","Female","Parda",41,"Yes","No",NA,"brasil","Penso que as questões estão voltadas para pesquisadores que trabalham com desenhos de pesquisa quantitativa, devendo isso ser esclarecido no inicio do questionário."
399,90,40,1,3,"Interpreto a questão no contexto de ajustes a modelo de instrumento em desenvolvimento. Os relatos concentraram-se na etapa e dados com melhor ajuste ao modelo teórico proposto. Esta é uma prática, talvez infelizmente, comum tanto em abordagens quantitativas (ex., em uma regressão múltipla, selecionar apenas os preditores com p < 0.05) quanto em variáveis qualitativas (ex., selecionar explicitamente falas/relatos que aderem às hipóteses do estudo). ",NA,75,30,2,NA,NA,NA,30,10,2,NA,NA,NA,80,20,1,3,"Interpretei a questão no contexto de realização de múltiplos estudos sobre um problema, em que etapas exploratórias indicam a necessidade de ajustes no plano amostral. ",NA,30,10,2,NA,NA,NA,50,30,2,NA,NA,NA,20,3,2,NA,NA,NA,60,10,2,NA,NA,NA,70,10,1,1,NA,"Na época, havia sido ensinado sobre essa possibilidade na interpretação de valores de significância. Vale lembrar, porém, que se Fischer tivesse acordado e decidido que 'p<0,07' esta crítica não seria válida, sendo que o próprio Fischer já criticava a interpretação dogmática de p values, discussão presente em diversos trabalhos (ex., Sharpe, 2004).    Sharpe, D. (2004). Beyond significance testing: Reforming data analysis methods in behavioral research. ",80,20,1,1,"Me refiro a um projeto em que participei, onde foram coletadas variáveis sociodemográficas de forma inadequada. Infelizmente, este parece ser o caso de muitos estudos em psicologia no Brasil. Assume-se, por exemplo, que sexo ou raça não tem impacto no modelo em estudo, e sequer se coleta a variável para demonstrar essa ausência de efeito empiricamente. ",NA,"Once or twice","Once or twice","Once or twice","Never","School and Education",NA,"Yes","Yes","Yes","No","Yes","Yes","Yes",0,NA,"No","Yes","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Male","Black",40,"Yes","No",NA,"Brasil",NA
401,91,81,1,3,"Porque os dados foram publicados separadamente. ",NA,53,2,2,NA,NA,NA,94,61,1,3,"Não era relevante aos dados apresentados.",NA,52,2,2,NA,NA,NA,54,2,2,NA,NA,NA,70,6,2,NA,NA,NA,9,1,2,NA,NA,NA,68,5,2,NA,NA,NA,86,28,1,3,"Foi sugestão do estatístico.",NA,12,1,2,NA,NA,NA,"Occasionally","Occasionally","Often","Once or twice","Health",NA,"Yes","Yes","Yes","Yes","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Female","White",41,"Yes","No",NA,"Brasil",NA
402,50,50,2,NA,NA,NA,75,80,1,3,"Em virtude das exigências com relação ao tamanho e formato dos manuscritos, geralmente não é possível colocar todas as informações que seriam necessárias, cabendo ao pesquisador e escritor resumir extremamente as informações.",NA,75,75,2,NA,NA,NA,49,49,2,NA,NA,NA,43,42,2,NA,NA,NA,15,13,2,NA,NA,NA,12,12,2,NA,NA,NA,12,2,2,NA,NA,NA,2,1,2,NA,NA,NA,17,16,2,NA,NA,NA,"Occasionally","Occasionally","Often","Once or twice","Development",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","No","Yes","Ambiente naturalístico","Equal emphasis","Public","Graduate student",NA,"Masters","Female","White",30,"Yes","No",NA,"Brasil","As barras de porcentagem não me ajudaram a pensar sobre a questão. Não consegui definir muito bem a minha resposta em valor de porcentagem, o que me pareceu valores bastante arbitrários. No entanto, se fosse uma escala Likert as respostas poderiam ser mais confiáveis. "
405,8,13,2,NA,NA,NA,55,51,1,3,"Porque o objetivo do artigo foi realizar um recorte de um dos aspectos do estudo maior",NA,32,30,2,NA,NA,NA,32,29,1,3,"Para poder testar variáveis sócio demográficas.",NA,25,25,2,NA,NA,NA,10,11,2,NA,NA,NA,2,1,2,NA,NA,NA,18,18,2,NA,NA,NA,6,6,2,NA,NA,NA,1,1,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Development",NA,"Yes","Yes","Yes","No","No","No","No",1,"exploratória, descritiva, de análise quali e quanti","No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",45,"Yes","No",NA,"Brasil",NA
408,60,40,1,2,"Porque as revistas brasileiras não estão interessadas em publicar resultados de pesquisas que não tem resultados satisfatórios.",NA,15,40,2,NA,NA,NA,100,90,1,3,"Porque é necessário reportar todas as variáveis do estudo.",NA,50,20,2,NA,NA,NA,20,0,2,NA,NA,NA,20,0,2,NA,NA,NA,10,0,2,NA,NA,NA,60,5,2,NA,NA,NA,90,90,1,3,"Exigência dos periódicos.",NA,60,20,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Clinical",NA,"Yes","No","Yes","No","Yes","No","Yes",0,NA,"Yes","No","Yes","No",NA,"Research","Private","other","Professora assistente de graduação e estudante de pós-graduação.","Masters","Female","White",35,"Yes","No",NA,"Brasil",NA
